lane,group,feature,state,side,horizon_bars,n,recent_n,recent_1000_mean,full_5000_mean,weighted_5000_mean,weighted_effective_n,block_bootstrap_p,symbols_used,positive_symbol_fraction,cluster_count,positive_cluster_fraction,stop_atr_mult,preliminary_pass,plateau_start,plateau_end,plateau_width,audit_pass,blockers
native,native_crypto_c0,feat_ret_5,0,LONG,1,85644,17508,-0.0018154374,-0.0023209078,-0.0020542377,49997.89,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_5,0,SHORT,1,85644,17508,-0.0033923871,-0.0028601414,-0.0031357176,49997.89,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ext_vs_ma_10,0,LONG,1,84530,17169,-0.0018620103,-0.0023368302,-0.0020812379,49395.36,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ext_vs_ma_10,0,SHORT,1,84530,17169,-0.0033575358,-0.0028541949,-0.0031149013,49395.36,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_1,0,LONG,1,88287,18288,-0.0018348508,-0.0023514742,-0.0021143026,51362.97,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_1,0,SHORT,1,88287,18288,-0.0033258834,-0.0028380810,-0.0030617876,51362.97,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_3,0,LONG,1,87050,17708,-0.0019813760,-0.0023565707,-0.0021516280,50590.12,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_3,0,SHORT,1,87050,17708,-0.0032092320,-0.0028229551,-0.0030266015,50590.12,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_atr_norm_ext,0,LONG,1,85492,16710,-0.0020616524,-0.0023720997,-0.0021989175,49857.58,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_atr_norm_ext,0,SHORT,1,85492,16710,-0.0031628808,-0.0028277964,-0.0030023905,49857.58,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ext_vs_ma_20,0,LONG,1,84044,16632,-0.0019984036,-0.0023761897,-0.0021772208,49097.83,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ext_vs_ma_20,0,SHORT,1,84044,16632,-0.0032322071,-0.0028287153,-0.0030296132,49097.83,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_10,0,LONG,1,83378,16601,-0.0019186691,-0.0023798111,-0.0021672625,48894.45,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_10,0,SHORT,1,83378,16601,-0.0033190435,-0.0028145677,-0.0030361315,48894.45,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_vol_regime,2,LONG,1,90496,19289,-0.0020371917,-0.0024582054,-0.0022510992,52960.96,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_vol_regime,2,SHORT,1,90496,19289,-0.0030438062,-0.0027189870,-0.0028827085,52960.96,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_realized_vol_20,2,LONG,1,89502,22544,-0.0021506537,-0.0024727603,-0.0023055578,53734.64,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_realized_vol_20,2,SHORT,1,89502,22544,-0.0029604756,-0.0027051712,-0.0028406270,53734.64,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_20,2,LONG,1,89500,20056,-0.0021058359,-0.0024930179,-0.0023657745,51781.46,1.000000,57,0.000000,0,0.000000,1.528719,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_20,2,SHORT,1,89500,20056,-0.0029203545,-0.0026503727,-0.0027354016,51781.46,1.000000,57,0.000000,0,0.000000,1.528719,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ext_vs_ma_50,0,LONG,1,83951,15870,-0.0021639222,-0.0024706395,-0.0023119420,49783.98,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ext_vs_ma_50,0,SHORT,1,83951,15870,-0.0030605045,-0.0027247497,-0.0028884633,49783.98,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_vol_regime,0,LONG,1,87102,18659,-0.0024274200,-0.0024851424,-0.0024979667,50931.95,1.000000,57,0.000000,0,0.000000,1.573548,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_vol_regime,0,SHORT,1,87102,18659,-0.0027264443,-0.0026874602,-0.0026716944,50931.95,1.000000,57,0.000000,0,0.000000,1.573548,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_trend_slope_20,2,LONG,1,89735,19831,-0.0020638010,-0.0025094172,-0.0023549223,52072.45,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_trend_slope_20,2,SHORT,1,89735,19831,-0.0029791874,-0.0026431529,-0.0027564444,52072.45,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_20,0,LONG,1,82852,16232,-0.0023496415,-0.0025062149,-0.0024033738,48578.55,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_20,0,SHORT,1,82852,16232,-0.0029049026,-0.0027048140,-0.0028210379,48578.55,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_1,2,LONG,1,90848,19623,-0.0025115682,-0.0026529342,-0.0026415649,52804.25,1.000000,57,0.000000,0,0.000000,1.564340,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_1,2,SHORT,1,90848,19623,-0.0025396599,-0.0024929597,-0.0024699620,52804.25,1.000000,57,0.000000,0,0.000000,1.564340,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_trend_strength_20,2,LONG,1,84572,17372,-0.0022367634,-0.0025121904,-0.0024009883,49225.56,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_trend_strength_20,2,SHORT,1,84572,17372,-0.0028900899,-0.0026678585,-0.0027572953,49225.56,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_trend_strength_20,1,LONG,1,91594,19594,-0.0022381239,-0.0025198498,-0.0024331218,53644.62,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_trend_strength_20,1,SHORT,1,91594,19594,-0.0028837969,-0.0026572693,-0.0027241092,53644.62,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ext_vs_ma_50,1,LONG,1,97835,20857,-0.0025186120,-0.0025219965,-0.0025648170,56985.06,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ext_vs_ma_50,1,SHORT,1,97835,20857,-0.0026583487,-0.0026489880,-0.0026044316,56985.06,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ext_vs_ma_50,2,LONG,1,87514,20216,-0.0021600833,-0.0025275782,-0.0023965054,51126.11,1.000000,57,0.000000,0,0.000000,1.539484,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ext_vs_ma_50,2,SHORT,1,87514,20216,-0.0028411198,-0.0026182812,-0.0026997188,51126.11,1.000000,57,0.000000,0,0.000000,1.539484,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_trend_slope_20,0,LONG,1,82715,16309,-0.0023550407,-0.0025201281,-0.0024410460,48660.42,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_trend_slope_20,0,SHORT,1,82715,16309,-0.0028750408,-0.0026858916,-0.0027705768,48660.42,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_trend_strength_20,0,LONG,1,94844,19977,-0.0024013117,-0.0025232568,-0.0024677471,55200.04,1.000000,57,0.000000,0,0.000000,1.512286,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_trend_strength_20,0,SHORT,1,94844,19977,-0.0027424983,-0.0026313848,-0.0026864962,55200.04,1.000000,57,0.000000,0,0.000000,1.512286,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_1,1,LONG,1,92901,19032,-0.0025055522,-0.0025295287,-0.0025289226,54085.59,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_1,1,SHORT,1,92901,19032,-0.0026719921,-0.0026336958,-0.0026463535,54085.59,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_trend_slope_20,1,LONG,1,98560,20803,-0.0024634520,-0.0025240057,-0.0025019053,57380.23,1.000000,57,0.000000,0,0.000000,1.562872,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_trend_slope_20,1,SHORT,1,98560,20803,-0.0026676223,-0.0026328361,-0.0026498448,57380.23,1.000000,57,0.000000,0,0.000000,1.562872,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_realized_vol_20,1,LONG,1,79620,14328,-0.0023148313,-0.0025333075,-0.0024666764,45820.78,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_realized_vol_20,1,SHORT,1,79620,14328,-0.0028469118,-0.0026223215,-0.0026992145,45820.78,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_atr_norm_ext,2,LONG,1,92032,19986,-0.0023148307,-0.0025458031,-0.0025045314,53474.13,1.000000,57,0.000000,0,0.000000,1.602507,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_atr_norm_ext,2,SHORT,1,92032,19986,-0.0026780022,-0.0025900238,-0.0025813459,53474.13,1.000000,57,0.000000,0,0.000000,1.602507,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_realized_vol_20,0,LONG,1,101831,20071,-0.0024436221,-0.0025385898,-0.0025341402,58662.35,1.000000,57,0.000000,0,0.000000,1.597792,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_realized_vol_20,0,SHORT,1,101831,20071,-0.0026924313,-0.0026363044,-0.0026275765,58662.35,1.000000,57,0.000000,0,0.000000,1.597792,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_10,1,LONG,1,97400,20522,-0.0024297853,-0.0025505436,-0.0025129937,56705.04,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_10,1,SHORT,1,97400,20522,-0.0027396535,-0.0026159879,-0.0026587404,56705.04,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_5,2,LONG,1,90519,19868,-0.0025287519,-0.0026338878,-0.0026478396,52531.04,1.000000,57,0.000000,0,0.000000,1.591088,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_5,2,SHORT,1,90519,19868,-0.0024980263,-0.0025222845,-0.0024624028,52531.04,1.000000,57,0.000000,0,0.000000,1.591088,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ext_vs_ma_20,2,LONG,1,90348,19812,-0.0023159229,-0.0025621160,-0.0025111537,52471.99,1.000000,57,0.000000,0,0.000000,1.576843,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ext_vs_ma_20,2,SHORT,1,90348,19812,-0.0026735842,-0.0025727705,-0.0025736348,52471.99,1.000000,57,0.000000,0,0.000000,1.576843,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_20,1,LONG,1,98601,20655,-0.0024325200,-0.0025436624,-0.0025215002,57755.05,1.000000,57,0.000000,0,0.000000,1.518828,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_20,1,SHORT,1,98601,20655,-0.0027020601,-0.0026171041,-0.0026290480,57755.05,1.000000,57,0.000000,0,0.000000,1.518828,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_vol_regime,1,LONG,1,91075,18995,-0.0024111007,-0.0026256519,-0.0025528770,53768.43,1.000000,57,0.000000,0,0.000000,1.502755,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_vol_regime,1,SHORT,1,91075,18995,-0.0027389403,-0.0025345728,-0.0026090119,53768.43,1.000000,57,0.000000,0,0.000000,1.502755,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_atr_norm_ext,1,LONG,1,93486,20247,-0.0024532929,-0.0026148153,-0.0025639931,54773.14,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_atr_norm_ext,1,SHORT,1,93486,20247,-0.0027289368,-0.0025548121,-0.0026150224,54773.14,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_3,2,LONG,1,90597,19695,-0.0024001917,-0.0025792672,-0.0025603795,52581.20,1.000000,57,0.000000,0,0.000000,1.595530,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_3,2,SHORT,1,90597,19695,-0.0026017043,-0.0025682239,-0.0025355096,52581.20,1.000000,57,0.000000,0,0.000000,1.595530,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ext_vs_ma_10,2,LONG,1,90382,19701,-0.0024947176,-0.0026010964,-0.0026166066,52442.86,1.000000,57,0.000000,0,0.000000,1.608868,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ext_vs_ma_10,2,SHORT,1,90382,19701,-0.0025002847,-0.0025458524,-0.0024769554,52442.86,1.000000,57,0.000000,0,0.000000,1.608868,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_5,1,LONG,1,95645,19567,-0.0024794212,-0.0025688456,-0.0025620469,55696.32,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_5,1,SHORT,1,95645,19567,-0.0026780928,-0.0025991979,-0.0026033588,55696.32,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_10,2,LONG,1,90745,19820,-0.0024681793,-0.0025920402,-0.0025865759,52591.23,1.000000,57,0.000000,0,0.000000,1.571758,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_10,2,SHORT,1,90745,19820,-0.0025244543,-0.0025478020,-0.0025025112,52591.23,1.000000,57,0.000000,0,0.000000,1.571758,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ext_vs_ma_20,1,LONG,1,96618,20499,-0.0025046174,-0.0025925626,-0.0025729507,56534.69,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ext_vs_ma_20,1,SHORT,1,96618,20499,-0.0026717658,-0.0025697364,-0.0025985518,56534.69,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ext_vs_ma_10,1,LONG,1,96668,20073,-0.0024500001,-0.0025786295,-0.0025555530,56347.09,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ext_vs_ma_10,1,SHORT,1,96668,20073,-0.0027281288,-0.0025879610,-0.0026192276,56347.09,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_10,2,LONG,1,90745,19820,-0.0024681793,-0.0025920402,-0.0025865759,52591.23,1.000000,57,0.000000,0,0.000000,1.571758,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_10,2,SHORT,1,90745,19820,-0.0025244543,-0.0025478020,-0.0025025112,52591.23,1.000000,57,0.000000,0,0.000000,1.571758,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_3,1,LONG,1,94275,19540,-0.0024591205,-0.0025812397,-0.0025595869,55069.67,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_3,1,SHORT,1,94275,19540,-0.0027301509,-0.0025974864,-0.0026274008,55069.67,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ext_vs_ma_10,2,LONG,1,90382,19701,-0.0024947176,-0.0026010964,-0.0026166066,52442.86,1.000000,57,0.000000,0,0.000000,1.608868,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ext_vs_ma_10,2,SHORT,1,90382,19701,-0.0025002847,-0.0025458524,-0.0024769554,52442.86,1.000000,57,0.000000,0,0.000000,1.608868,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_3,2,LONG,1,90597,19695,-0.0024001917,-0.0025792672,-0.0025603795,52581.20,1.000000,57,0.000000,0,0.000000,1.595530,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_3,2,SHORT,1,90597,19695,-0.0026017043,-0.0025682239,-0.0025355096,52581.20,1.000000,57,0.000000,0,0.000000,1.595530,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ext_vs_ma_20,1,LONG,1,96618,20499,-0.0025046174,-0.0025925626,-0.0025729507,56534.69,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ext_vs_ma_20,1,SHORT,1,96618,20499,-0.0026717658,-0.0025697364,-0.0025985518,56534.69,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ext_vs_ma_10,1,LONG,1,96668,20073,-0.0024500001,-0.0025786295,-0.0025555530,56347.09,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ext_vs_ma_10,1,SHORT,1,96668,20073,-0.0027281288,-0.0025879610,-0.0026192276,56347.09,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ext_vs_ma_20,2,LONG,1,90348,19812,-0.0023159229,-0.0025621160,-0.0025111537,52471.99,1.000000,57,0.000000,0,0.000000,1.576843,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ext_vs_ma_20,2,SHORT,1,90348,19812,-0.0026735842,-0.0025727705,-0.0025736348,52471.99,1.000000,57,0.000000,0,0.000000,1.576843,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_3,1,LONG,1,94275,19540,-0.0024591205,-0.0025812397,-0.0025595869,55069.67,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_3,1,SHORT,1,94275,19540,-0.0027301509,-0.0025974864,-0.0026274008,55069.67,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_atr_norm_ext,2,LONG,1,92032,19986,-0.0023148307,-0.0025458031,-0.0025045314,53474.13,1.000000,57,0.000000,0,0.000000,1.602507,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_atr_norm_ext,2,SHORT,1,92032,19986,-0.0026780022,-0.0025900238,-0.0025813459,53474.13,1.000000,57,0.000000,0,0.000000,1.602507,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_5,1,LONG,1,95645,19567,-0.0024794212,-0.0025688456,-0.0025620469,55696.32,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
native,native_crypto_c0,feat_ret_5,1,SHORT,1,95645,19567,-0.0026780928,-0.0025991979,-0.0026033588,55696.32,1.000000,57,0.000000,0,0.000000,1.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete"
